,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
103,8799060,1,6500000,38.4,20.0,10.0,15.579611759410586,3.0,0,0,0,1,7,22.0,0
104,8856748,1,4700000,32.6,18.7,6.6,11.77254086181286,15.0,1,0,1,0,9,9.0,0
105,8963196,4,62000000,230.0,100.0,40.0,13.226099919213077,5.0,1,0,0,0,16,17.0,0
106,9503328,2,21900000,60.9,31.8,,6.9379399225170015,10.0,1,1,1,0,3,20.0,0
107,10722380,2,6400000,44.4,28.0,6.0,12.784046851498365,11.0,1,0,1,0,7,9.0,0
108,10951855,3,7600000,58.1,43.3,6.0,11.5633095963203,11.0,1,1,0,0,2,5.0,0
109,11607793,5,90000000,400.0,250.0,40.0,13.281682851862655,9.0,1,1,1,1,19,20.0,0
110,11792707,3,10800000,69.0,44.7,10.0,7.642677436821903,3.0,0,0,1,1,8,14.0,0
111,11910103,1,4600000,35.0,21.4,6.0,15.981568390101051,11.0,0,0,1,1,2,9.0,0
112,11926882,2,6700000,45.0,29.0,7.0,13.630300370735858,8.0,1,1,1,1,6,9.0,0
113,11974315,2,6200000,46.0,31.0,9.0,14.406948133112609,3.0,0,0,1,1,7,14.0,0
114,12083890,2,6500000,45.0,30.0,6.0,15.535371594775768,10.0,0,0,1,1,8,9.0,0
115,12121777,3,11800000,76.0,46.0,13.0,17.796696432745076,6.0,0,0,1,1,11,12.0,0
116,12169576,1,9600000,41.6,17.5,10.0,9.08262145530326,5.0,0,1,1,1,14,24.0,0
117,12380317,2,12100000,65.0,35.0,12.0,8.978596054865411,10.0,1,0,1,1,9,10.0,0
118,12560137,3,8500000,54.0,36.3,15.0,15.848134002614902,,0,0,1,1,4,9.0,0
119,12612547,2,9500000,40.0,28.0,6.0,8.778281110717286,12.0,1,0,1,1,5,12.0,0
120,12885613,3,10500000,73.0,46.0,8.0,12.460483828941136,4.0,1,1,1,1,1,5.0,0
121,13025332,3,7200000,63.0,43.0,9.0,11.105061694591381,9.0,1,0,1,0,1,12.0,0
122,13056685,1,5000000,33.0,19.0,6.0,14.31233036428024,3.0,0,0,0,0,9,9.0,0
123,13074301,1,4600000,32.8,17.8,7.5,11.636129181750823,5.0,0,0,1,0,2,9.0,0
124,13074445,1,4600000,32.8,17.8,7.5,11.636129181750823,5.0,0,0,1,0,2,9.0,0
125,13118122,1,10500000,46.0,21.0,9.0,8.887397796800565,14.0,1,1,1,0,4,9.0,0
126,13134445,3,32500000,105.0,80.0,,13.113517843218863,10.0,1,1,0,1,3,17.0,0
127,13343545,2,11000000,64.0,40.0,8.0,11.125348824300453,,0,1,1,0,4,8.0,0
128,13355905,3,11000000,72.9,44.0,10.0,16.65923631326147,10.0,1,0,1,1,12,14.0,0
129,13370293,3,16780000,80.0,55.0,9.0,11.433954970790007,3.0,1,1,1,1,3,5.0,0
130,13383235,2,30500000,105.0,80.0,15.0,13.113517843218863,4.0,1,1,0,0,3,17.0,0
131,13388236,3,11000000,76.3,46.0,11.0,18.117842592858135,10.0,0,0,1,1,15,17.0,0
132,13408373,2,5700000,37.0,24.0,7.0,13.049951403053338,5.0,1,0,0,1,3,9.0,0
133,13893856,3,8500000,64.0,34.4,8.0,11.96244407409578,5.0,1,1,0,0,1,5.0,0
134,14341354,2,8500000,75.7,30.2,12.3,15.892627765937775,15.0,1,0,1,1,1,7.0,0
135,14654032,3,14500000,76.2,46.0,10.0,12.650382982860267,7.0,1,0,1,1,11,16.0,0
136,15099418,3,13500000,83.0,54.0,12.5,18.807935665916336,7.0,0,0,1,1,14,14.0,0
137,15443314,3,6900000,50.0,35.0,6.0,14.457622146900693,15.0,1,0,1,1,3,9.0,0
138,15558028,2,13200000,57.0,36.0,10.0,14.595711785412544,7.0,1,1,1,0,9,14.0,0
139,15558034,3,7800000,59.0,43.0,6.1,14.443210554251081,10.0,0,0,1,0,9,9.0,0
140,15933598,3,10500000,63.0,39.4,6.5,14.185691310376084,10.0,1,0,1,1,9,9.0,0
141,15999172,3,8600000,52.0,34.0,6.0,9.357108994567556,13.0,1,1,1,1,5,5.0,0
142,16322770,3,10300000,65.0,40.0,8.0,10.69792811735184,10.0,1,0,1,1,4,12.0,0
143,16504978,1,7950000,39.0,19.0,8.5,16.542450920408857,7.0,1,0,1,1,8,17.0,0
144,16583326,2,19700000,75.0,40.3,11.0,11.066812801253016,11.0,1,1,0,1,3,13.0,0
145,16848736,3,7600000,61.0,38.5,6.0,14.162311242461803,10.0,1,0,0,1,1,9.0,0
146,17003104,2,5500000,42.5,27.7,5.0,14.912103233775118,16.0,1,0,0,1,3,5.0,0
147,17008498,2,5300000,36.8,22.8,7.3,14.139494891909285,16.0,1,0,0,0,2,9.0,0
148,17219758,3,10400000,76.0,43.0,10.0,15.601351375281153,10.0,1,0,1,1,3,17.0,0
149,17227354,3,11700000,80.0,44.8,12.9,18.146105680073426,,0,0,0,1,11,17.0,0
150,17351968,2,10155000,63.0,35.0,13.0,18.76690648689658,,0,0,1,1,6,17.0,0
151,17690302,3,7600000,51.1,35.0,6.2,13.121174374507437,8.0,1,0,1,1,6,9.0,0
152,17784562,1,5600000,32.0,20.0,6.0,8.940579961153993,10.0,1,1,1,1,4,5.0,0
153,18105916,3,9900000,59.0,46.0,6.0,15.153535937448973,15.0,1,0,1,1,1,9.0,0
154,18111934,1,5700000,40.0,22.0,8.0,14.208374301288716,20.0,1,0,1,1,8,9.0,0
155,18123484,1,5500000,36.0,18.0,10.0,12.53520125831807,6.0,1,0,0,0,2,12.0,0
156,18185218,1,7100000,40.0,21.0,9.0,16.63190006211931,5.0,1,0,0,1,4,14.0,0
157,18462862,4,7000000,64.0,44.0,6.0,14.131915483459078,12.0,1,0,1,0,1,9.0,0
158,18629482,2,7200000,49.0,31.7,9.5,10.00604406153367,10.0,1,0,0,1,2,12.0,0
159,18821164,2,7700000,45.0,30.0,6.0,9.226334277434914,14.0,1,1,1,1,7,9.0,0
160,18968398,2,9500000,63.0,34.0,12.0,17.885165475378024,10.0,1,0,1,1,6,17.0,0
161,18978604,2,6000000,46.0,31.0,7.0,15.960275410626535,15.0,1,0,1,1,3,9.0,0
162,19014934,2,6800000,44.0,28.0,6.0,14.506493730372307,13.0,1,0,1,1,2,5.0,0
163,19055530,2,5600000,40.0,25.0,7.0,15.076004427079251,10.0,0,1,1,1,7,9.0,0
164,19357156,2,8250000,52.0,31.0,10.0,18.146105680073426,,0,0,1,1,10,14.0,0
165,19415434,2,10000000,53.0,31.0,9.0,12.204651744640167,10.0,1,0,1,0,2,12.0,0
166,19495216,3,17000000,73.5,58.0,,14.161174637102414,9.0,1,0,0,1,8,12.0,0
167,19519642,2,8200000,44.0,29.0,6.0,13.771622804824116,11.0,1,0,0,1,4,9.0,0
168,19548454,4,40000000,167.0,80.4,45.2,11.896138943561597,5.0,0,1,0,0,5,35.0,0
169,19827665,2,8700000,54.0,34.0,8.0,15.056225183008507,18.0,1,0,1,1,13,16.0,0
170,19843631,2,8800000,60.0,33.3,11.0,17.885165475378024,10.0,1,0,1,1,3,12.0,0
171,19906883,2,13500000,60.0,35.0,8.2,6.162452911105541,2.0,1,1,1,1,4,8.0,0
172,19921481,3,13300000,78.0,53.0,14.0,15.376015165846939,15.0,1,0,1,1,3,5.0,0
173,19979897,1,7600000,40.0,21.0,9.0,10.726901480232902,9.0,1,0,1,1,11,12.0,0
174,20824091,3,8200000,66.0,46.5,6.0,13.802166162202566,10.0,1,0,1,1,6,9.0,0
175,20886413,1,4500000,26.0,18.0,5.0,11.97574960181242,15.0,1,1,1,0,4,5.0,0
176,20888795,1,5700000,38.0,19.0,8.0,15.235133394819613,15.0,1,0,1,1,3,10.0,0
177,20906219,2,10200000,58.0,38.0,9.0,7.735389025005125,15.0,1,1,1,1,4,8.0,0
178,21077435,4,79128500,154.0,120.0,,5.830753737260722,1.0,1,1,0,0,4,39.0,0
179,21082223,3,43685590,111.0,80.0,30.0,5.830753737260722,1.0,1,1,0,0,7,33.0,0
180,21143915,2,8200000,44.0,26.0,6.5,11.638370683605697,3.0,1,0,1,1,14,14.0,0
181,21332609,2,7500000,39.0,25.0,6.0,14.209352261514448,22.0,1,1,1,0,2,9.0,0
182,21435197,3,9500000,58.0,42.3,5.3,8.876055421912778,17.0,1,1,1,0,1,9.0,0
183,21465851,3,12600000,86.0,48.6,10.1,9.692214031269252,5.0,0,0,1,1,5,14.0,0
184,21657344,3,8500000,58.0,41.0,6.0,12.0608229464911,15.0,1,1,1,1,2,5.0,0
185,21779882,1,4850000,33.0,18.0,6.0,14.878720736945212,28.0,1,0,1,0,3,9.0,0
186,21879560,2,9600000,49.0,32.0,7.0,13.024734449763338,3.0,1,0,1,1,4,9.0,0
187,21887444,2,6850000,46.0,31.0,6.0,13.230841178252524,6.0,1,0,1,1,3,5.0,0
188,22281066,1,6300000,38.0,21.0,10.0,11.0205648796831,10.0,1,0,1,1,10,12.0,0
189,22302348,1,5900000,38.0,20.0,10.0,11.08167406585818,12.0,1,0,0,1,5,16.0,0
190,22530108,3,14000000,80.0,57.0,8.0,11.243363170758954,2.0,1,1,0,1,4,4.0,0
191,22589034,2,6300000,56.2,32.0,10.0,17.495376235446845,10.0,0,1,1,0,1,3.0,0
192,22850484,3,9850000,72.5,50.2,9.0,10.468571831390152,7.0,0,1,1,0,1,5.0,0
193,22857978,3,6500000,56.0,42.0,7.0,12.315201415340486,10.0,1,0,1,0,1,5.0,0
194,22970418,1,8900000,54.1,32.0,8.2,12.113433744864919,8.0,1,1,1,1,3,5.0,0
195,22970442,3,16500000,100.0,55.0,15.0,17.610339277849576,10.0,0,0,1,1,9,10.0,0
196,22970640,3,12000000,81.3,45.6,10.0,10.073350886237641,20.0,1,0,1,1,4,22.0,0
197,22998666,2,10000000,59.2,37.3,9.0,11.125348824300453,10.0,1,1,1,1,5,8.0,0
198,23212248,1,6900000,39.0,20.0,10.0,15.020834161035832,15.0,1,1,0,0,12,18.0,0
199,23430630,2,6700000,46.0,31.0,6.0,12.760896012844206,12.0,1,0,0,1,4,5.0,0
200,23430666,2,6700000,46.0,31.0,6.0,12.760896012844206,12.0,1,1,1,1,4,5.0,0
201,23471214,1,6490000,40.5,20.7,8.6,9.520479413992277,15.0,1,0,1,1,3,14.0,0
202,23498262,1,7700000,39.5,19.0,8.5,8.277510677761136,,0,0,0,1,11,14.0,0
203,23516982,4,13500000,131.6,76.0,12.0,18.76690648689658,5.0,0,0,1,0,1,17.0,0
204,23559558,2,5300000,44.6,28.5,6.0,12.592563201502905,10.0,0,1,1,1,5,5.0,0
205,23580000,3,11000000,64.0,43.0,9.0,12.107435216231307,10.0,0,0,1,0,1,12.0,0
206,23580240,3,10200000,65.0,44.0,7.0,14.2979890960166,15.0,1,0,0,1,8,12.0,0
207,24265806,3,12450000,86.4,57.0,9.0,9.406367495919708,5.0,1,1,1,1,8,8.0,0
208,24342930,2,6400000,35.0,21.1,6.5,9.082153036386108,15.0,1,1,1,1,8,9.0,0
209,24503572,1,3500000,16.0,14.0,,12.212386738362651,10.0,0,1,0,0,1,3.0,0
210,24509386,3,9500000,53.7,36.1,5.3,13.159303051436448,9.0,1,1,1,0,1,5.0,0
211,24579646,2,6800000,47.0,32.0,6.0,12.00004092870292,11.0,1,0,1,1,5,5.0,0
212,24691606,2,6550000,45.0,30.0,,14.782181550481699,10.0,0,0,0,1,8,12.0,0
213,24802456,2,7600000,47.0,31.3,9.0,9.827528153284792,,0,0,1,1,10,14.0,0
214,24988396,2,35000000,76.3,36.5,11.5,6.2480929549863955,4.0,1,1,1,1,2,12.0,0
215,24991546,3,7300000,51.0,36.0,6.0,14.162311242461803,15.0,1,0,0,1,7,9.0,0
216,24999448,2,7450000,51.3,30.6,10.0,18.121478695843173,10.0,0,0,0,1,11,12.0,0
217,25209286,1,6500000,37.7,19.0,8.0,14.421464181667748,10.0,1,0,1,1,11,17.0,0
218,25372594,1,4600000,32.2,18.7,6.0,14.311493543771375,20.0,0,0,0,0,8,9.0,0
219,25464604,2,11300000,74.1,36.6,11.3,17.89791453339765,,0,0,1,1,12,17.0,0
220,25464724,2,8700000,56.0,33.0,9.0,11.54673265786366,4.0,1,1,1,0,1,5.0,0
221,25500112,1,6200000,33.0,19.0,7.0,8.720717288755585,21.0,1,0,1,1,9,9.0,0
222,25509994,2,8500000,54.0,30.0,10.0,12.858913519090308,11.0,1,1,1,1,2,9.0,0
223,25523272,3,16500000,74.0,32.0,30.0,7.684047533791054,6.0,1,1,0,0,1,5.0,0
224,25717048,2,7400000,43.0,24.0,6.0,7.112867057542524,10.0,1,1,0,1,5,5.0,0
225,25951900,1,4830000,33.0,19.0,7.0,14.75195353335418,15.0,1,0,1,0,8,9.0,0
226,26091886,4,26500000,105.0,80.0,15.0,9.420573232355018,,0,1,0,1,21,29.0,1
227,26138176,3,7800000,55.0,40.0,5.7,14.435667476888838,21.0,1,0,0,1,3,5.0,0
228,26274802,2,6900000,54.0,31.0,9.0,14.222171526963882,5.0,0,0,1,1,6,12.0,0
229,26285050,3,8150000,53.0,35.0,6.1,11.220497226176313,2.0,0,0,0,1,7,9.0,0
230,26285080,1,5550000,35.0,20.0,6.8,9.271117701652035,10.0,0,1,0,0,4,5.0,0
231,26403502,2,10600000,59.0,40.0,10.0,13.108345339040696,5.0,1,0,1,1,17,18.0,0
232,26689108,2,5800000,38.0,23.3,7.0,13.994062699092082,11.0,1,0,0,0,1,12.0,0
233,26753254,1,7200000,32.4,18.0,6.0,8.174795155046944,17.0,1,0,1,0,9,9.0,0
234,26837380,4,13500000,89.8,61.0,10.1,15.449374565155928,20.0,1,0,1,1,1,17.0,0
235,27573388,2,10500000,53.7,29.0,9.0,8.857482310077668,5.0,0,0,1,1,10,18.0,0
236,27651268,1,5300000,32.0,18.0,6.0,13.112329298937714,6.0,1,1,1,1,6,9.0,0
237,27735550,3,8300000,60.0,42.0,6.0,15.26319734177625,22.0,1,0,0,1,9,9.0,0
238,27863068,2,6750000,45.0,30.0,6.0,8.984226194088192,10.0,1,1,0,0,1,5.0,0
239,28119868,1,6300000,43.0,17.5,9.4,12.46054927775487,10.0,1,1,1,1,9,9.0,0
240,28146844,4,74380790,166.0,90.0,,5.830753737260722,1.0,1,1,0,0,10,35.0,0
241,28241692,3,10100000,78.0,54.0,8.0,8.46445882841444,10.0,1,1,1,0,2,4.0,0
242,28336708,2,8500000,51.8,31.5,10.0,8.620296258735296,15.0,1,0,0,1,11,16.0,0
243,28344436,3,12500000,68.4,47.6,7.4,5.668852008256186,5.0,1,1,0,0,1,5.0,0
244,28344442,4,8400000,65.2,47.3,6.1,12.666313880485045,11.0,1,0,1,1,6,9.0,0
245,28344472,4,8400000,65.2,47.3,6.1,12.666313880485045,15.0,1,0,1,1,6,9.0,0
246,28407868,3,14000000,73.3,51.6,7.5,8.01683674500646,12.0,1,1,1,0,9,9.0,0
247,28925488,2,5500000,33.6,16.2,,11.822925618506929,9.0,1,0,0,0,1,12.0,0
248,28925572,1,5500000,33.6,18.0,,11.822925618506929,9.0,1,0,0,0,1,12.0,0
249,28971628,3,14900000,76.5,45.0,13.0,14.33542993882476,5.0,0,0,0,1,2,17.0,0
250,29595580,2,9500000,42.5,29.0,6.0,5.198039009923441,12.0,1,1,0,1,3,5.0,0
251,29602018,2,7200000,47.5,31.0,9.0,15.451917681433894,,0,0,0,0,5,14.0,0
252,29649616,1,5700000,33.0,21.0,7.0,11.22480063652258,11.0,1,1,1,1,2,5.0,0
253,29652436,2,10400000,57.6,33.5,10.0,11.220349559208463,17.0,1,0,1,1,16,17.0,0
254,29751034,3,12500000,80.0,48.0,10.0,10.073350886237641,23.0,1,0,1,1,6,22.0,0
255,30017116,3,9800000,75.0,46.0,10.0,16.286841041033394,9.0,1,0,1,0,1,17.0,0
256,30351520,3,10490000,63.0,45.0,6.2,7.623232997723777,13.0,1,1,1,0,5,5.0,0
257,30443740,3,14500000,83.0,47.0,12.0,12.127119781114734,15.0,1,1,0,1,12,15.0,0
258,30602776,3,10490000,63.0,45.0,6.0,7.623232997723777,15.0,1,1,0,0,5,5.0,0
259,30631054,2,7000000,38.0,25.0,6.0,9.115309604398188,8.0,1,1,1,1,9,9.0,0
260,30655840,4,35557500,130.0,75.0,12.0,6.4975213312675955,5.0,1,1,0,1,11,21.0,0
261,30660160,2,18262600,72.0,35.0,10.0,6.4975213312675955,5.0,1,1,0,1,5,21.0,0
262,30660166,1,15009800,52.0,21.0,11.0,6.4975213312675955,5.0,1,1,0,1,15,21.0,0
263,30660172,3,26225000,105.0,55.0,12.0,6.4975213312675955,5.0,1,1,0,1,3,21.0,0
264,30797872,2,15600000,64.0,33.0,11.0,9.454325205580332,10.0,1,1,0,0,9,15.0,0
265,30843454,3,22500000,90.0,50.0,25.0,9.36745621807095,,0,0,0,0,25,29.0,0
266,30937732,3,11500000,70.0,45.0,10.0,9.96025279590217,7.0,1,0,1,1,5,5.0,0
267,31029184,2,8650000,54.5,32.5,9.0,15.566619957255778,10.0,1,0,0,1,13,17.0,0
268,31058884,2,5800000,45.0,29.0,6.0,13.536649449032454,6.0,1,0,0,1,4,5.0,0
269,31161904,2,7000000,38.0,25.0,6.0,14.209352261514448,14.0,1,1,0,1,5,9.0,0
270,31244938,3,13300000,81.0,55.0,9.0,7.735389025005125,10.0,1,1,0,1,7,8.0,0
271,31450510,3,12990000,64.0,46.4,8.2,9.729051031478225,5.0,1,0,0,0,1,16.0,0
272,31998838,1,6300000,35.0,20.0,9.5,12.866880901898739,2.0,1,0,1,0,2,12.0,0
273,32059342,3,9000000,55.0,38.0,6.0,13.159303051436448,10.0,1,1,0,1,3,5.0,0
274,32315470,3,10500000,71.4,54.0,8.6,13.972251976926,10.0,1,1,1,0,1,5.0,0
275,32444134,2,7500000,44.0,30.5,6.0,11.519802320454563,5.0,1,1,1,1,6,6.0,0
276,32446138,3,16100000,84.0,56.0,14.0,12.033545902928692,15.0,1,0,0,1,3,17.0,1
277,32461174,1,9500000,40.0,21.0,8.7,12.050558809798256,7.0,1,1,1,1,3,14.0,0
278,32499838,2,6900000,46.0,29.0,6.0,13.959460986703087,15.0,1,0,1,1,7,12.0,0
279,32501104,2,5500000,38.0,22.0,7.0,14.224401765747565,10.0,1,0,0,1,12,12.0,0
280,32593774,1,5600000,38.0,19.0,9.0,18.225963537234556,15.0,1,0,1,1,11,17.0,0
281,32647474,1,7400000,40.0,19.0,9.0,11.729971633599606,16.0,1,0,1,1,5,17.0,0
282,32705272,1,11650000,48.5,25.0,18.0,9.540172751358364,10.0,1,0,0,0,16,29.0,0
283,32769778,3,9700000,59.1,45.0,7.5,11.846888041280591,13.0,1,0,1,1,9,9.0,0
284,32771920,3,8800000,63.0,45.0,6.0,14.065661384213074,10.0,1,0,0,1,9,9.0,0
285,32774572,4,15350000,81.0,60.0,9.0,12.03733800568128,7.0,1,1,0,1,6,12.0,0
286,32774848,3,18500000,95.0,62.0,12.0,7.789716501034434,5.0,1,0,0,0,3,10.0,0
287,32775076,2,13800000,54.0,32.0,10.0,5.929333194056503,1.0,1,0,0,1,8,14.0,0
288,32775142,2,41000000,80.0,46.0,14.0,7.519364717157367,10.0,1,1,0,1,7,21.0,0
289,32785804,2,7950000,54.0,31.0,7.0,10.304755067083516,4.0,1,1,0,0,1,5.0,0
290,33051070,2,6300000,40.0,23.0,6.5,13.78805198791845,3.0,1,0,1,1,2,14.0,0
291,33314896,3,6500000,50.1,33.0,6.0,14.2583551953547,10.0,1,0,0,1,2,9.0,0
292,33385750,2,6350000,45.1,27.0,5.8,9.17018952473945,23.0,1,0,0,1,3,12.0,0
293,33525946,2,6500000,47.0,30.0,7.0,15.983553334077367,15.0,1,0,0,1,7,9.0,0
294,33569986,3,8500000,59.8,43.0,6.0,13.544239800172091,5.0,0,0,0,1,2,9.0,0
295,33800518,2,5300000,39.0,26.0,6.0,14.1920852284794,12.0,1,1,0,0,2,9.0,0
296,33812650,2,6500000,46.0,30.0,6.0,13.00924107864952,7.0,1,0,0,0,3,9.0,0
297,33877732,2,5990000,44.0,30.4,5.3,9.42994459165976,20.0,1,0,1,0,2,9.0,0
298,33885046,3,7900000,58.8,43.4,6.0,13.489604170338614,18.0,1,0,1,1,4,9.0,0
299,33927970,3,15500000,78.0,46.0,11.0,8.058039789727115,17.0,1,0,0,1,15,17.0,0
300,34043878,2,16950000,60.0,39.0,10.0,6.226456811699592,5.0,1,1,0,1,8,8.0,0
301,34227892,1,4900000,32.0,20.4,5.5,14.400904445812536,15.0,1,0,1,1,5,5.0,0
302,34473568,1,6000000,43.0,20.0,9.0,17.680355845712416,5.0,0,0,1,1,10,16.0,0
303,34776088,5,23000000,114.7,77.9,8.7,12.329852353710324,9.0,1,1,0,1,6,17.0,0
304,34863112,3,21000000,97.0,55.0,14.0,10.142976700895908,12.0,1,0,0,1,5,20.0,0
305,34875550,3,32000000,96.0,62.0,12.0,7.164878396593406,10.0,1,1,0,1,1,8.0,0
306,34905508,2,6600000,42.0,28.0,6.0,14.485384092957311,20.0,1,0,1,1,8,9.0,0
307,34986358,1,7500000,36.0,19.5,9.0,8.92959257875561,10.0,1,0,0,1,3,12.0,0
308,35003818,3,9250000,65.5,47.3,8.0,14.048930901197792,22.0,1,0,1,0,6,16.0,0
309,35270932,2,7500000,40.0,23.0,8.0,13.700993320689586,9.0,1,0,1,1,11,14.0,0
310,35370130,1,4900000,32.0,19.0,5.5,14.284535052719628,10.0,1,0,0,1,4,5.0,0
311,35456932,2,9350000,57.0,32.0,10.0,5.113215382616835,15.0,1,1,1,0,4,5.0,0
312,35463726,3,9500000,82.6,47.7,8.7,18.40737204338983,,0,0,1,1,2,12.0,0
313,35522766,3,11800000,72.0,46.0,8.6,7.858798668215362,10.0,0,1,1,1,9,9.0,0
314,35583240,4,11550000,79.1,48.6,8.0,8.878932750388596,9.0,1,1,1,0,1,5.0,0
315,35854848,1,6000000,39.0,30.0,9.0,15.148074460411001,7.0,0,1,0,1,8,18.0,0
316,35985378,1,6200000,35.0,17.0,7.4,14.065872952413384,5.0,0,0,1,1,7,8.0,0
317,36356897,3,17000000,100.0,63.0,10.0,9.411762392074497,10.0,1,1,0,0,2,5.0,0
318,36406535,2,18900000,80.0,40.0,12.0,9.826603815138187,7.0,1,1,1,0,18,30.0,0
319,36407393,1,7400000,40.0,19.0,8.0,12.30049782063346,14.0,1,1,1,1,5,14.0,0
320,36421589,1,5150000,32.0,18.1,6.0,13.636012586122696,7.0,1,0,1,0,2,5.0,0
321,36472138,3,8950000,64.0,37.0,7.0,8.220882689130589,15.0,1,1,0,0,5,5.0,0
322,36472186,2,7450000,43.0,29.0,6.0,14.570380167189343,5.0,0,0,1,1,2,9.0,0
323,36472324,1,5950000,34.0,19.0,6.0,14.78434544715522,20.0,0,1,0,1,3,9.0,0
324,36486190,3,8600000,60.0,34.0,15.5,15.535371594775768,10.0,0,0,1,1,3,9.0,0
325,36535570,3,12150000,70.0,41.0,8.5,9.53913960617347,23.0,0,1,1,1,4,14.0,0
326,36549454,1,7150000,33.0,17.4,7.0,8.245966723926538,10.0,1,0,1,1,9,12.0,0
327,36732070,3,16500000,90.0,52.0,11.0,13.96459180109477,7.0,1,1,1,1,10,14.0,0
328,36736606,5,38700000,198.5,150.0,30.0,11.967088219766326,5.0,1,0,1,0,7,37.0,0
329,36738772,2,5800000,43.0,25.0,,13.610995760566801,16.0,1,1,0,1,3,9.0,0
330,36767188,1,6400000,38.0,20.0,10.0,8.472956025007658,12.0,1,0,1,1,4,12.0,0
331,36804262,2,6100000,45.6,27.1,6.2,14.2583551953547,10.0,1,0,1,1,1,9.0,0
332,36920836,2,10000000,56.1,26.0,12.0,8.45743455207922,5.0,1,1,0,1,3,10.0,1
333,36923518,3,5900000,55.0,41.0,7.0,11.437275320061483,10.0,1,0,1,0,1,5.0,0
334,36924640,2,6300000,35.0,23.0,6.5,9.58144682630853,12.0,1,1,1,1,3,9.0,0
335,36931210,3,11200000,72.3,43.0,10.1,7.898320963039249,13.0,0,0,1,1,5,14.0,0
336,37023310,4,90000000,286.7,100.0,30.0,6.441040473706863,8.0,1,1,0,1,11,11.0,0
337,37023616,2,6650000,44.0,27.0,6.0,12.316552834263945,6.0,1,1,1,1,5,5.0,0
338,37183750,3,13000000,81.0,,8.0,10.148616933460639,11.0,1,0,1,1,5,12.0,0
339,37184554,3,7990000,58.0,45.0,6.0,13.84053137970504,13.0,1,0,1,1,3,5.0,0
340,37205194,2,6800000,43.0,29.0,6.0,11.902482292649287,5.0,0,0,1,1,3,5.0,0
341,37287220,3,6780000,57.1,37.8,6.0,13.246987756182042,9.0,1,0,1,1,7,9.0,0
342,37289860,1,5800000,34.0,18.0,6.0,9.546079734736912,15.0,1,1,1,1,7,9.0,0
343,37293292,3,8500000,62.5,39.1,8.5,13.714527033586348,20.0,1,0,1,0,1,12.0,0
344,37336840,2,6100000,45.0,30.0,6.5,15.030225531069558,19.0,1,0,1,0,1,9.0,0
345,37357348,2,6400000,45.0,29.0,6.0,9.17018952473945,15.0,1,0,1,1,10,12.0,0
346,37398874,3,69633080,100.0,80.0,,5.830753737260722,2.0,1,1,1,0,26,34.0,0
347,37399390,1,6990000,33.0,19.0,7.0,5.660578633138567,3.0,1,0,0,1,12,12.0,0
348,37407946,2,6400000,50.0,30.0,6.0,18.126162595357687,,0,0,1,1,4,9.0,0
349,37418188,2,7750000,54.5,32.5,9.5,15.601351375281153,10.0,1,0,1,1,11,17.0,0
350,37533676,3,13000000,83.0,50.0,11.0,14.603873989284807,20.0,1,0,0,1,6,12.0,0
351,37576288,1,6400000,39.0,19.8,10.0,14.344217529553832,18.0,1,0,0,1,4,22.0,0
352,37577848,4,13500000,81.8,53.0,9.0,9.300029626298405,6.0,1,1,1,0,2,6.0,0
353,37624516,4,44900000,151.0,95.0,18.0,13.583114060077449,10.0,1,1,1,1,7,19.0,0
354,37667788,3,8000000,60.0,44.0,7.0,12.999725841215968,11.0,1,0,1,1,2,9.0,0
355,37772770,1,5000000,33.0,18.0,7.0,12.407548714451629,13.0,1,1,1,0,4,5.0,0
356,37844734,3,7190000,58.0,44.0,6.0,14.7738701934502,17.0,1,0,1,1,2,9.0,0
357,37974322,1,6000000,34.0,25.0,8.0,12.492119248701552,8.0,1,1,1,1,5,5.0,0
358,37979518,2,6650000,43.0,27.1,6.0,7.949695515226098,10.0,1,1,1,1,5,5.0,0
359,38181478,2,6600000,45.2,28.7,6.0,15.022499011370588,7.0,0,0,1,1,3,14.0,0
360,38190784,2,7500000,50.0,32.0,9.0,13.828087488110587,11.0,1,0,1,1,10,12.0,0
361,38313496,1,5000000,32.0,17.0,8.0,13.940514875707253,15.0,1,0,0,1,1,12.0,0
362,38315038,3,9300000,57.0,37.0,6.0,13.917911310395755,10.0,1,0,1,1,9,9.0,0
363,38319370,2,7500000,52.0,31.0,10.0,18.6801731205439,10.0,0,0,0,1,9,10.0,0
364,38482450,2,8700000,61.0,33.0,12.0,17.869568724924513,5.0,0,0,0,1,9,16.0,0
365,38486002,3,11700000,79.0,55.5,9.7,10.403568819081848,5.0,0,1,0,1,5,5.0,0
366,38589941,2,6000000,45.0,28.0,6.0,14.961451875362851,15.0,0,0,1,1,13,14.0,0
367,38604149,3,8500000,62.0,43.0,7.0,13.4994304228563,15.0,1,0,0,1,8,9.0,0
368,38636765,2,6500000,45.0,30.0,6.0,14.961451875362851,15.0,0,0,1,1,13,14.0,0
369,38652095,3,8300000,60.0,44.2,7.0,8.843922786427001,15.0,1,0,1,1,1,9.0,0
370,38730401,2,13150000,49.5,28.3,10.0,5.374028924099201,14.0,1,0,0,1,14,16.0,0
371,38734487,1,7800000,35.0,19.3,9.8,6.972636910504394,7.0,1,0,0,0,10,12.0,0
